"DOY","Hr","Min","Hour","Ta","Ts"
204,17,40,17.6666666666667,30.33,28.35
204,17,50,17.8333333333333,30.31,28.35
204,18,0,18,30.58,28.04
204,18,10,18.1666666666667,30,27.97
204,18,20,18.3333333333333,29.74,28.13
204,18,30,18.5,29.58,28.22
204,18,40,18.6666666666667,29.2,28.32
204,18,50,18.8333333333333,29.25,28.31
204,19,0,19,29.38,28.29
204,19,10,19.1666666666667,29.25,28.17
204,19,20,19.3333333333333,28.92,28.1
204,19,30,19.5,28.54,28.19
204,19,40,19.6666666666667,28.14,28.26
204,19,50,19.8333333333333,26.57,28.24
204,20,0,20,26.09,28.36
204,20,10,20.1666666666667,25.53,28.39
204,20,20,20.3333333333333,25.2,28.41
204,20,30,20.5,25.09,28.35
204,20,40,20.6666666666667,24.94,28.22
204,20,50,20.8333333333333,24.84,28.13
204,21,0,21,24.85,27.89
204,21,10,21.1666666666667,24.69,27.86
204,21,20,21.3333333333333,24.34,27.73
204,21,30,21.5,24.25,27.7
204,21,40,21.6666666666667,24.11,27.65
204,21,50,21.8333333333333,24.29,27.59
204,22,0,22,24.55,27.51
204,22,10,22.1666666666667,24.69,27.43
204,22,20,22.3333333333333,25.05,27.28
204,22,30,22.5,25.04,27.22
204,22,40,22.6666666666667,25.23,27.21
204,22,50,22.8333333333333,26.09,26.95
204,23,0,23,26.34,27.01
204,23,10,23.1666666666667,26.3,26.97
204,23,20,23.3333333333333,26.33,26.93
204,23,30,23.5,26.12,26.89
204,23,40,23.6666666666667,26.1,26.82
204,23,50,23.8333333333333,25.98,26.8
205,0,0,0,25.91,26.9
205,0,10,0.166666666666667,25.83,26.94
205,0,20,0.333333333333333,25.66,26.83
205,0,30,0.5,25.53,26.91
205,0,40,0.666666666666667,25.32,26.95
205,0,50,0.833333333333333,25.12,26.91
205,1,0,1,24.94,27.01
205,1,10,1.16666666666667,24.82,27.14
205,1,20,1.33333333333333,24.79,27.09
205,1,30,1.5,24.67,27.05
205,1,40,1.66666666666667,24.6,27
205,1,50,1.83333333333333,24.58,26.86
205,2,0,2,24.5,26.77
205,2,10,2.16666666666667,24.57,26.72
205,2,20,2.33333333333333,24.55,26.76
205,2,30,2.5,24.51,26.77
205,2,40,2.66666666666667,24.59,26.84
205,2,50,2.83333333333333,24.7,26.81
205,3,0,3,24.75,26.82
205,3,10,3.16666666666667,24.71,26.66
205,3,20,3.33333333333333,24.68,26.59
205,3,30,3.5,24.65,26.58
205,3,40,3.66666666666667,24.72,26.59
205,3,50,3.83333333333333,24.77,26.56
205,4,0,4,24.85,26.57
205,4,10,4.16666666666667,24.77,26.55
205,4,20,4.33333333333333,24.74,26.72
205,4,30,4.5,24.66,26.66
205,4,40,4.66666666666667,24.65,26.62
205,4,50,4.83333333333333,24.67,26.48
205,5,0,5,24.72,26.49
205,5,10,5.16666666666667,24.72,26.44
205,5,20,5.33333333333333,24.7,26.43
205,5,30,5.5,24.66,26.38
205,5,40,5.66666666666667,24.78,26.35
205,5,50,5.83333333333333,25,26.22
205,6,0,6,25.23,26.01
205,6,10,6.16666666666667,25.46,25.76
205,6,20,6.33333333333333,25.67,25.74
205,6,30,6.5,25.92,25.7
205,6,40,6.66666666666667,26.21,25.57
205,6,50,6.83333333333333,26.48,25.47
205,7,0,7,26.77,25.48
205,7,10,7.16666666666667,26.99,25.51
205,7,20,7.33333333333333,27.23,25.55
205,7,30,7.5,27.41,25.74
205,7,40,7.66666666666667,27.61,25.78
205,7,50,7.83333333333333,27.94,25.73
205,8,0,8,27.91,25.65
205,8,10,8.16666666666667,28.19,25.87
205,8,20,8.33333333333333,27.73,26.1
205,8,30,8.5,27.39,26.63
205,8,40,8.66666666666667,27.63,26.81
205,8,50,8.83333333333333,28.71,26.66
205,9,0,9,28.79,25.93
205,9,10,9.16666666666667,28.85,25.71
205,9,20,9.33333333333333,29.2,25.57
205,9,30,9.5,29.28,25.64
205,9,40,9.66666666666667,29.88,25.64
205,9,50,9.83333333333333,29.87,25.59
205,10,0,10,29.99,25.91
205,10,10,10.1666666666667,30.01,25.99
205,10,20,10.3333333333333,30.02,26.01
205,10,30,10.5,29.94,26.17
205,10,40,10.6666666666667,30.03,26.53
205,10,50,10.8333333333333,30.2,26.7
205,11,0,11,30.16,26.84
205,11,10,11.1666666666667,30.23,26.92
205,11,20,11.3333333333333,30.27,26.96
205,11,30,11.5,30.16,27.15
205,11,40,11.6666666666667,30.55,27.49
205,11,50,11.8333333333333,30.48,27.51
205,12,0,12,30.79,27.44
205,12,10,12.1666666666667,30.61,27.47
205,12,20,12.3333333333333,30.7,27.49
205,12,30,12.5,30.67,27.58
205,12,40,12.6666666666667,30.86,27.47
205,12,50,12.8333333333333,31,27.45
205,13,0,13,30.95,27.5
205,13,10,13.1666666666667,31.13,27.5
205,13,20,13.3333333333333,31.08,27.61
205,13,30,13.5,31.22,27.58
205,13,40,13.6666666666667,31.25,27.69
205,13,50,13.8333333333333,31.29,27.65
205,14,0,14,31.07,27.8
205,14,10,14.1666666666667,31.18,27.9
205,14,20,14.3333333333333,31.18,27.84
205,14,30,14.5,31.21,27.97
205,14,40,14.6666666666667,31.12,28.21
205,14,50,14.8333333333333,31.2,28.26
205,15,0,15,31.43,28.01
205,15,10,15.1666666666667,31.45,27.91
205,15,20,15.3333333333333,31.32,27.87
205,15,30,15.5,31.38,27.95
205,15,40,15.6666666666667,31.44,28.04
205,15,50,15.8333333333333,31.37,28.21
205,16,0,16,30.62,28.37
205,16,10,16.1666666666667,30.1,28.91
205,16,20,16.3333333333333,29.81,29.12
205,16,30,16.5,29.54,29.27
205,16,40,16.6666666666667,26.54,29.32
205,16,50,16.8333333333333,24.46,29.68
205,17,0,17,23.32,30.04
205,17,10,17.1666666666667,22.8,29.99
205,17,20,17.3333333333333,22.8,29.73
205,17,30,17.5,22.8,29.46
205,17,40,17.6666666666667,22.66,29.1
205,17,50,17.8333333333333,22.47,28.7
205,18,0,18,22.27,28.4
205,18,10,18.1666666666667,22.36,28.45
205,18,20,18.3333333333333,22.64,28.08
205,18,30,18.5,22.64,27.8
205,18,40,18.6666666666667,22.65,27.79
205,18,50,18.8333333333333,22.63,27.72
205,19,0,19,22.4,27.73
205,19,10,19.1666666666667,22.23,27.82
205,19,20,19.3333333333333,22.05,27.84
205,19,30,19.5,21.86,27.88
205,19,40,19.6666666666667,21.78,27.95
205,19,50,19.8333333333333,21.81,27.76
205,20,0,20,21.81,27.65
205,20,10,20.1666666666667,21.89,27.55
205,20,20,20.3333333333333,21.95,27.57
205,20,30,20.5,21.97,27.37
205,20,40,20.6666666666667,22.03,27.1
205,20,50,20.8333333333333,22.01,27.12
205,21,0,21,22.14,27.19
205,21,10,21.1666666666667,22.31,27
205,21,20,21.3333333333333,22.26,26.94
205,21,30,21.5,22.4,27.04
205,21,40,21.6666666666667,22.66,27.04
205,21,50,21.8333333333333,22.55,26.8
205,22,0,22,22.43,26.78
205,22,10,22.1666666666667,22.19,26.86
205,22,20,22.3333333333333,22.06,26.94
205,22,30,22.5,21.98,26.93
205,22,40,22.6666666666667,22.06,26.86
205,22,50,22.8333333333333,22.45,26.79
205,23,0,23,22.61,26.67
205,23,10,23.1666666666667,22.59,26.52
205,23,20,23.3333333333333,22.5,26.39
205,23,30,23.5,22.46,26.43
205,23,40,23.6666666666667,22.47,26.29
205,23,50,23.8333333333333,22.38,26.17
206,0,0,0,22.25,26.31
206,0,10,0.166666666666667,22.15,26.39
206,0,20,0.333333333333333,22.05,26.09
206,0,30,0.5,21.99,26.09
206,0,40,0.666666666666667,21.95,26.18
206,0,50,0.833333333333333,21.86,26.12
206,1,0,1,21.77,26.09
206,1,10,1.16666666666667,21.77,26.12
206,1,20,1.33333333333333,22,26.03
206,1,30,1.5,22.13,26.03
206,1,40,1.66666666666667,21.91,26.03
206,1,50,1.83333333333333,21.72,26.08
206,2,0,2,21.66,25.96
206,2,10,2.16666666666667,21.77,25.98
206,2,20,2.33333333333333,21.82,26.04
206,2,30,2.5,21.65,26.08
206,2,40,2.66666666666667,21.63,25.95
206,2,50,2.83333333333333,21.67,25.92
206,3,0,3,21.61,25.95
206,3,10,3.16666666666667,21.59,25.82
206,3,20,3.33333333333333,21.66,25.88
206,3,30,3.5,21.75,25.74
206,3,40,3.66666666666667,21.81,25.83
206,3,50,3.83333333333333,21.81,25.74
206,4,0,4,21.9,25.73
206,4,10,4.16666666666667,22.01,25.74
206,4,20,4.33333333333333,22.11,25.57
206,4,30,4.5,22.16,25.58
206,4,40,4.66666666666667,22.08,25.71
206,4,50,4.83333333333333,22.05,25.67
206,5,0,5,22.06,25.59
206,5,10,5.16666666666667,22.2,25.51
206,5,20,5.33333333333333,22.25,25.59
206,5,30,5.5,22.32,25.59
206,5,40,5.66666666666667,22.45,25.55
206,5,50,5.83333333333333,22.48,25.4
206,6,0,6,22.57,25.32
206,6,10,6.16666666666667,22.65,25.28
206,6,20,6.33333333333333,22.74,25.22
206,6,30,6.5,22.8,25.21
206,6,40,6.66666666666667,22.69,25.24
206,6,50,6.83333333333333,23.13,25.16
206,7,0,7,23.32,24.89
206,7,10,7.16666666666667,23.15,24.94
206,7,20,7.33333333333333,23.3,25.01
206,7,30,7.5,23.67,24.93
206,7,40,7.66666666666667,23.9,24.68
206,7,50,7.83333333333333,24.21,24.59
206,8,0,8,24.82,24.54
206,8,10,8.16666666666667,24.44,24.42
206,8,20,8.33333333333333,24.2,24.85
206,8,30,8.5,24.25,25.13
206,8,40,8.66666666666667,24.27,25.36
206,8,50,8.83333333333333,24.94,25.39
206,9,0,9,25.4,24.89
206,9,10,9.16666666666667,25.7,24.79
206,9,20,9.33333333333333,26.23,24.4
206,9,30,9.5,26.16,24.28
206,9,40,9.66666666666667,26.42,24.28
206,9,50,9.83333333333333,26.42,24.43
206,10,0,10,26.23,24.62
206,10,10,10.1666666666667,26.31,25.12
206,10,20,10.3333333333333,26.71,25.22
206,10,30,10.5,26.85,25.05
206,10,40,10.6666666666667,26.87,25.1
206,10,50,10.8333333333333,26.6,25.33
206,11,0,11,26.64,25.79
206,11,10,11.1666666666667,27.23,25.72
206,11,20,11.3333333333333,27.27,25.53
206,11,30,11.5,27.27,25.45
206,11,40,11.6666666666667,27.02,25.78
206,11,50,11.8333333333333,27.25,25.86
206,12,0,12,27.03,25.87
206,12,10,12.1666666666667,27.22,25.91
206,12,20,12.3333333333333,27.23,25.92
206,12,30,12.5,27.3,25.91
206,12,40,12.6666666666667,27.42,25.93
206,12,50,12.8333333333333,27.67,25.78
206,13,0,13,27.57,25.61
206,13,10,13.1666666666667,27.4,25.81
206,13,20,13.3333333333333,27.68,26.17
206,13,30,13.5,27.79,26.12
206,13,40,13.6666666666667,27.32,26.51
206,13,50,13.8333333333333,27.87,26.41
206,14,0,14,27.2,26.33
206,14,10,14.1666666666667,27.34,26.65
206,14,20,14.3333333333333,27.76,26.36
206,14,30,14.5,27.41,26.28
206,14,40,14.6666666666667,27.52,26.34
206,14,50,14.8333333333333,27.1,26.66
206,15,0,15,27.58,26.68
206,15,10,15.1666666666667,27.47,26.41
206,15,20,15.3333333333333,26.27,26.77
206,15,30,15.5,27.11,27.29
206,15,40,15.6666666666667,27.72,26.96
206,15,50,15.8333333333333,26.57,26.64
206,16,0,16,27.58,26.9
206,16,10,16.1666666666667,27.12,26.56
206,16,20,16.3333333333333,26.99,26.59
206,16,30,16.5,27.33,26.57
206,16,40,16.6666666666667,27.18,26.51
206,16,50,16.8333333333333,27.17,26.44
206,17,0,17,26.94,26.45
206,17,10,17.1666666666667,26.61,26.53
206,17,20,17.3333333333333,26.45,26.66
206,17,30,17.5,26.34,26.76
206,17,40,17.6666666666667,26.17,26.75
206,17,50,17.8333333333333,26.05,26.8
206,18,0,18,25.83,26.91
206,18,10,18.1666666666667,25.27,26.91
206,18,20,18.3333333333333,24.66,27.02
206,18,30,18.5,24.29,27.17
206,18,40,18.6666666666667,23.79,27.19
206,18,50,18.8333333333333,23.24,27.34
206,19,0,19,22.91,27.54
206,19,10,19.1666666666667,22.44,27.49
206,19,20,19.3333333333333,22.24,27.52
206,19,30,19.5,22.01,27.39
206,19,40,19.6666666666667,21.57,27.19
206,19,50,19.8333333333333,21.75,27
206,20,0,20,21.39,26.91
206,20,10,20.1666666666667,21.15,26.76
206,20,20,20.3333333333333,21.01,26.83
206,20,30,20.5,20.78,26.75
206,20,40,20.6666666666667,20.51,26.79
206,20,50,20.8333333333333,20.19,26.68
206,21,0,21,20.39,26.58
206,21,10,21.1666666666667,20.18,26.51
206,21,20,21.3333333333333,19.7,26.36
206,21,30,21.5,19.49,26.37
206,21,40,21.6666666666667,19.4,26.24
206,21,50,21.8333333333333,19.37,26.16
206,22,0,22,19.08,26.06
206,22,10,22.1666666666667,18.99,25.98
206,22,20,22.3333333333333,18.85,25.94
206,22,30,22.5,18.77,26.02
206,22,40,22.6666666666667,18.65,25.95
206,22,50,22.8333333333333,18.56,25.84
206,23,0,23,18.5,25.8
206,23,10,23.1666666666667,18.32,25.82
206,23,20,23.3333333333333,18.18,25.6
206,23,30,23.5,18.02,25.66
206,23,40,23.6666666666667,18.04,25.53
206,23,50,23.8333333333333,17.78,25.5
207,0,0,0,17.4,25.62
207,0,10,0.166666666666667,17.25,25.5
207,0,20,0.333333333333333,17.15,25.4
207,0,30,0.5,17.11,25.36
207,0,40,0.666666666666667,16.93,25.44
207,0,50,0.833333333333333,16.84,25.43
207,1,0,1,16.86,25.28
207,1,10,1.16666666666667,16.91,25.19
207,1,20,1.33333333333333,16.98,25.17
207,1,30,1.5,17.13,25.04
207,1,40,1.66666666666667,17.18,24.89
207,1,50,1.83333333333333,17.23,24.9
207,2,0,2,17.34,24.82
207,2,10,2.16666666666667,17.31,24.58
207,2,20,2.33333333333333,17.19,24.49
207,2,30,2.5,17.06,24.52
207,2,40,2.66666666666667,17.04,24.54
207,2,50,2.83333333333333,17.09,24.65
207,3,0,3,17.42,24.59
207,3,10,3.16666666666667,17.48,24.37
207,3,20,3.33333333333333,17.43,24.3
207,3,30,3.5,17.39,24.3
207,3,40,3.66666666666667,17.39,24.26
207,3,50,3.83333333333333,17.35,24.29
207,4,0,4,17.22,24.28
207,4,10,4.16666666666667,17.22,24.34
207,4,20,4.33333333333333,17.26,24.22
207,4,30,4.5,17.25,24.39
207,4,40,4.66666666666667,17.24,24.44
207,4,50,4.83333333333333,17.21,24.29
207,5,0,5,17.42,24.17
207,5,10,5.16666666666667,17.62,24.08
207,5,20,5.33333333333333,17.76,23.82
207,5,30,5.5,18.07,23.78
207,5,40,5.66666666666667,18.54,23.72
207,5,50,5.83333333333333,18.78,23.54
207,6,0,6,18.96,23.61
207,6,10,6.16666666666667,19.21,23.5
207,6,20,6.33333333333333,19.47,23.36
207,6,30,6.5,19.85,23.41
207,6,40,6.66666666666667,20.48,23.27
207,6,50,6.83333333333333,20.62,22.96
207,7,0,7,20.77,22.9
207,7,10,7.16666666666667,20.9,22.83
207,7,20,7.33333333333333,21.26,22.8
207,7,30,7.5,21.69,22.83
207,7,40,7.66666666666667,21.94,22.87
207,7,50,7.83333333333333,22.29,22.93
207,8,0,8,22.6,22.94
207,8,10,8.16666666666667,23,22.84
207,8,20,8.33333333333333,23.53,22.84
207,8,30,8.5,23.57,22.87
207,8,40,8.66666666666667,23.93,22.86
207,8,50,8.83333333333333,24.2,23.03
207,9,0,9,24.49,23.17
207,9,10,9.16666666666667,24.84,23.13
207,9,20,9.33333333333333,25.44,23.13
207,9,30,9.5,25.59,23.28
207,9,40,9.66666666666667,25.71,23.37
207,9,50,9.83333333333333,26.23,23.37
207,10,0,10,26.38,23.41
207,10,10,10.1666666666667,26.21,23.45
207,10,20,10.3333333333333,27.08,23.8
207,10,30,10.5,26.5,23.99
207,10,40,10.6666666666667,26.38,24.4
207,10,50,10.8333333333333,27.01,24.58
207,11,0,11,27.24,24.46
207,11,10,11.1666666666667,27.33,24.33
207,11,20,11.3333333333333,27.51,24.38
207,11,30,11.5,27.23,24.51
207,11,40,11.6666666666667,27.71,24.76
207,11,50,11.8333333333333,27.75,24.65
207,12,0,12,27.65,24.61
207,12,10,12.1666666666667,27.43,25.02
207,12,20,12.3333333333333,27.92,25.22
207,12,30,12.5,28.17,25.03
207,12,40,12.6666666666667,28.07,25.07
207,12,50,12.8333333333333,28.09,25.16
207,13,0,13,28.3,25.3
207,13,10,13.1666666666667,28.53,25.12
207,13,20,13.3333333333333,28.21,25.07
207,13,30,13.5,27.78,25.73
207,13,40,13.6666666666667,28.75,25.76
207,13,50,13.8333333333333,28.09,25.58
207,14,0,14,27.81,25.88
207,14,10,14.1666666666667,28.34,25.97
207,14,20,14.3333333333333,28.33,25.9
207,14,30,14.5,28.76,25.63
207,14,40,14.6666666666667,29.03,25.37
207,14,50,14.8333333333333,28.38,25.36
207,15,0,15,27.5,26.16
207,15,10,15.1666666666667,27.9,26.86
207,15,20,15.3333333333333,28.37,26.76
207,15,30,15.5,28.71,26.42
207,15,40,15.6666666666667,28.74,25.84
207,15,50,15.8333333333333,28.64,25.61
207,16,0,16,28.43,25.91
207,16,10,16.1666666666667,28.08,26.4
207,16,20,16.3333333333333,28.1,26.56
207,16,30,16.5,27.65,26.84
207,16,40,16.6666666666667,27.29,26.97
207,16,50,16.8333333333333,27.61,27.12
207,17,0,17,27.94,26.57
207,17,10,17.1666666666667,27.52,26.39
207,17,20,17.3333333333333,27.46,26.46
207,17,30,17.5,27.69,26.61
207,17,40,17.6666666666667,27.32,26.57
207,17,50,17.8333333333333,27.2,26.52
207,18,0,18,26.93,26.53
207,18,10,18.1666666666667,26.38,26.71
207,18,20,18.3333333333333,26.22,26.78
207,18,30,18.5,25.82,26.81
207,18,40,18.6666666666667,25.33,27.02
207,18,50,18.8333333333333,24.99,27.11
207,19,0,19,24.6,27.11
207,19,10,19.1666666666667,24.18,27.13
207,19,20,19.3333333333333,23.78,27.16
207,19,30,19.5,23.44,27.11
207,19,40,19.6666666666667,23.21,26.97
207,19,50,19.8333333333333,23.02,26.84
207,20,0,20,22.8,26.78
207,20,10,20.1666666666667,22.64,26.71
207,20,20,20.3333333333333,22.39,26.65
207,20,30,20.5,22.21,26.46
207,20,40,20.6666666666667,22.18,26.32
207,20,50,20.8333333333333,22.15,26.36
207,21,0,21,21.97,26.25
207,21,10,21.1666666666667,21.88,26.34
207,21,20,21.3333333333333,21.73,26.2
207,21,30,21.5,21.54,26.12
207,21,40,21.6666666666667,21.6,25.94
207,21,50,21.8333333333333,21.59,25.94
207,22,0,22,21.41,25.91
207,22,10,22.1666666666667,21.16,25.81
207,22,20,22.3333333333333,21.01,25.74
207,22,30,22.5,21.07,25.85
207,22,40,22.6666666666667,21.16,25.88
207,22,50,22.8333333333333,21.04,25.8
207,23,0,23,20.94,25.8
207,23,10,23.1666666666667,20.87,25.75
207,23,20,23.3333333333333,20.71,25.51
207,23,30,23.5,20.63,25.52
207,23,40,23.6666666666667,20.5,25.48
207,23,50,23.8333333333333,20.4,25.53
208,0,0,0,20.37,25.54
208,0,10,0.166666666666667,20.26,25.59
208,0,20,0.333333333333333,20.18,25.4
208,0,30,0.5,20.12,25.35
208,0,40,0.666666666666667,20.08,25.27
208,0,50,0.833333333333333,20.1,25.48
208,1,0,1,19.93,25.31
208,1,10,1.16666666666667,19.92,25.09
208,1,20,1.33333333333333,19.83,25.26
208,1,30,1.5,19.74,25.49
208,1,40,1.66666666666667,19.72,25.42
208,1,50,1.83333333333333,19.69,25.14
208,2,0,2,19.68,24.97
208,2,10,2.16666666666667,19.64,24.97
208,2,20,2.33333333333333,19.63,24.91
208,2,30,2.5,19.6,24.97
208,2,40,2.66666666666667,19.58,24.98
208,2,50,2.83333333333333,19.55,25.01
208,3,0,3,19.5,24.93
208,3,10,3.16666666666667,19.48,24.96
208,3,20,3.33333333333333,19.46,25.02
208,3,30,3.5,19.48,24.87
208,3,40,3.66666666666667,19.51,24.71
208,3,50,3.83333333333333,19.53,24.77
208,4,0,4,19.53,24.82
208,4,10,4.16666666666667,19.48,24.67
208,4,20,4.33333333333333,19.46,24.61
208,4,30,4.5,19.4,24.55
208,4,40,4.66666666666667,19.37,24.66
208,4,50,4.83333333333333,19.38,24.51
208,5,0,5,19.41,24.58
208,5,10,5.16666666666667,19.46,24.58
208,5,20,5.33333333333333,19.6,24.4
208,5,30,5.5,19.93,24.3
208,5,40,5.66666666666667,20.21,24.13
208,5,50,5.83333333333333,20.53,24.09
208,6,0,6,21.27,24.11
208,6,10,6.16666666666667,21.61,24.06
208,6,20,6.33333333333333,22.09,23.85
208,6,30,6.5,22.58,23.77
208,6,40,6.66666666666667,22.84,23.61
208,6,50,6.83333333333333,23.05,23.44
208,7,0,7,23.39,23.34
208,7,10,7.16666666666667,23.86,23.31
208,7,20,7.33333333333333,24.33,23.17
208,7,30,7.5,24.73,22.95
208,7,40,7.66666666666667,24.97,22.97
208,7,50,7.83333333333333,25.32,23.09
208,8,0,8,25.43,23.13
208,8,10,8.16666666666667,25.92,23.26
208,8,20,8.33333333333333,26.56,23.52
208,8,30,8.5,26.73,23.54
208,8,40,8.66666666666667,27.1,23.5
208,8,50,8.83333333333333,27.79,23.54
208,9,0,9,27.67,23.51
208,9,10,9.16666666666667,27.39,23.69
208,9,20,9.33333333333333,27.67,23.84
208,9,30,9.5,27.89,23.78
208,9,40,9.66666666666667,27.89,23.83
208,9,50,9.83333333333333,28.08,23.94
208,10,0,10,28.43,23.99
208,10,10,10.1666666666667,28.57,23.98
208,10,20,10.3333333333333,28.52,23.98
208,10,30,10.5,28.6,24.07
208,10,40,10.6666666666667,28.36,24.35
208,10,50,10.8333333333333,28.58,24.53
208,11,0,11,28.95,24.52
208,11,10,11.1666666666667,29.33,24.32
208,11,20,11.3333333333333,29.3,24.22
208,11,30,11.5,29.17,24.57
208,11,40,11.6666666666667,28.04,25.35
208,11,50,11.8333333333333,28.14,26.23
208,12,0,12,29.24,26.16
208,12,10,12.1666666666667,29.12,25.94
208,12,20,12.3333333333333,29.13,25.73
208,12,30,12.5,28.95,25.87
208,12,40,12.6666666666667,29.53,25.93
208,12,50,12.8333333333333,29.5,25.59
208,13,0,13,29.75,25.58
208,13,10,13.1666666666667,29.6,25.6
208,13,20,13.3333333333333,29.76,25.82
208,13,30,13.5,29.83,25.8
208,13,40,13.6666666666667,29.13,25.94
208,13,50,13.8333333333333,29.26,26.45
208,14,0,14,29.75,26.3
208,14,10,14.1666666666667,29.47,26.2
208,14,20,14.3333333333333,29.58,26.48
208,14,30,14.5,29.87,26.34
208,14,40,14.6666666666667,29.9,26.17
208,14,50,14.8333333333333,30.02,26.12
208,15,0,15,29.71,26.13
208,15,10,15.1666666666667,29.9,26.42
208,15,20,15.3333333333333,29.79,26.53
208,15,30,15.5,29.43,26.78
208,15,40,15.6666666666667,29.02,27.2
208,15,50,15.8333333333333,28.09,27.6
208,16,0,16,28.34,27.85
208,16,10,16.1666666666667,28.27,27.69
208,16,20,16.3333333333333,28.69,27.36
208,16,30,16.5,28.68,27.04
208,16,40,16.6666666666667,28.71,26.77
208,16,50,16.8333333333333,28.75,26.79
208,17,0,17,28.73,26.77
208,17,10,17.1666666666667,28.72,26.87
208,17,20,17.3333333333333,28.71,26.83
208,17,30,17.5,28.6,26.88
208,17,40,17.6666666666667,28.41,26.95
208,17,50,17.8333333333333,28.23,27.03
208,18,0,18,27.85,26.98
208,18,10,18.1666666666667,27.69,27.2
208,18,20,18.3333333333333,27.43,27.34
208,18,30,18.5,27.15,27.32
208,18,40,18.6666666666667,26.88,27.35
208,18,50,18.8333333333333,26.54,27.2
208,19,0,19,26.22,27.22
208,19,10,19.1666666666667,25.89,27.23
208,19,20,19.3333333333333,25.39,27.4
208,19,30,19.5,25,27.5
208,19,40,19.6666666666667,24.67,27.41
208,19,50,19.8333333333333,24.56,27.38
208,20,0,20,24.37,27.36
208,20,10,20.1666666666667,24.19,27.26
208,20,20,20.3333333333333,24.17,27.03
208,20,30,20.5,24.03,26.86
208,20,40,20.6666666666667,23.89,26.81
208,20,50,20.8333333333333,23.77,26.82
208,21,0,21,23.68,26.64
208,21,10,21.1666666666667,23.52,26.64
208,21,20,21.3333333333333,23.44,26.63
208,21,30,21.5,23.37,26.67
208,21,40,21.6666666666667,23.53,26.54
208,21,50,21.8333333333333,23.41,26.42
208,22,0,22,23.27,26.4
208,22,10,22.1666666666667,23.27,26.36
208,22,20,22.3333333333333,23.2,26.42
208,22,30,22.5,23.01,26.5
208,22,40,22.6666666666667,22.78,26.62
208,22,50,22.8333333333333,22.74,26.59
208,23,0,23,22.66,26.49
208,23,10,23.1666666666667,22.69,26.45
208,23,20,23.3333333333333,22.61,26.24
208,23,30,23.5,23.06,26.27
208,23,40,23.6666666666667,23.18,26.03
208,23,50,23.8333333333333,22.98,25.92
209,0,0,0,22.6,25.98
209,0,10,0.166666666666667,22.7,25.93
209,0,20,0.333333333333333,22.45,26
209,0,30,0.5,22.2,26.1
209,0,40,0.666666666666667,22.12,26.18
209,0,50,0.833333333333333,22.14,26.07
209,1,0,1,22.13,26.08
209,1,10,1.16666666666667,22.21,26.07
209,1,20,1.33333333333333,21.88,25.91
209,1,30,1.5,21.65,25.96
209,1,40,1.66666666666667,21.54,25.91
209,1,50,1.83333333333333,21.41,25.76
209,2,0,2,21.45,25.74
209,2,10,2.16666666666667,21.49,25.86
209,2,20,2.33333333333333,21.39,25.81
209,2,30,2.5,21.32,25.69
209,2,40,2.66666666666667,21.42,25.69
209,2,50,2.83333333333333,21.05,25.65
209,3,0,3,20.89,25.67
209,3,10,3.16666666666667,20.91,25.68
209,3,20,3.33333333333333,20.83,25.57
209,3,30,3.5,20.88,25.64
209,3,40,3.66666666666667,21,25.64
209,3,50,3.83333333333333,21.03,25.61
209,4,0,4,20.65,25.54
209,4,10,4.16666666666667,20.78,25.54
209,4,20,4.33333333333333,20.85,25.54
209,4,30,4.5,20.87,25.52
209,4,40,4.66666666666667,20.7,25.26
209,4,50,4.83333333333333,20.6,25.34
209,5,0,5,20.64,25.33
209,5,10,5.16666666666667,20.88,25.16
209,5,20,5.33333333333333,21.05,25.01
209,5,30,5.5,21.23,25.08
209,5,40,5.66666666666667,21.47,25.1
209,5,50,5.83333333333333,21.97,24.82
209,6,0,6,23.05,24.71
209,6,10,6.16666666666667,23.24,24.63
209,6,20,6.33333333333333,23.61,24.5
209,6,30,6.5,23.86,24.36
209,6,40,6.66666666666667,24.41,24.52
209,6,50,6.83333333333333,24.87,24.45
209,7,0,7,25.37,24.46
209,7,10,7.16666666666667,25.79,24.28
209,7,20,7.33333333333333,26,24.08
209,7,30,7.5,26.38,24.06
209,7,40,7.66666666666667,26.74,23.89
209,7,50,7.83333333333333,26.95,23.91
209,8,0,8,27.28,24.04
209,8,10,8.16666666666667,27.43,24.1
209,8,20,8.33333333333333,27.36,24.37
209,8,30,8.5,27.9,24.44
209,8,40,8.66666666666667,27.78,24.53
209,8,50,8.83333333333333,28.01,24.67
209,9,0,9,27.96,24.95
209,9,10,9.16666666666667,28.84,24.83
209,9,20,9.33333333333333,28.91,24.56
209,9,30,9.5,29.13,24.59
209,9,40,9.66666666666667,29.3,24.71
209,9,50,9.83333333333333,29.51,24.82
209,10,0,10,29.58,24.86
209,10,10,10.1666666666667,29.79,24.95
209,10,20,10.3333333333333,29.91,25.01
209,10,30,10.5,29.94,25.27
209,10,40,10.6666666666667,30.01,25.54
209,10,50,10.8333333333333,30.33,25.64
209,11,0,11,30.34,25.78
209,11,10,11.1666666666667,29.73,26.03
209,11,20,11.3333333333333,30.75,25.94
209,11,30,11.5,30.3,25.87
209,11,40,11.6666666666667,30.73,25.98
209,11,50,11.8333333333333,30.76,25.91
209,12,0,12,30.69,26.12
209,12,10,12.1666666666667,31.4,25.94
